day,coefficient_name,coefficient_value,rep_var,target,replicate,temperature,nutrients,composition,theta,sample_ID
32.92,∂C/∂D,0.006183911921732747,CD_Tmp_18_21_Nut0.35,C,1,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_1
35.2,∂C/∂D,0.003342294605099541,CD_Tmp_18_21_Nut0.35,C,1,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_1
37.48,∂C/∂D,0.00903164344311076,CD_Tmp_18_21_Nut0.35,C,1,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_1
39.76,∂C/∂D,0.0011178148868419327,CD_Tmp_18_21_Nut0.35,C,1,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_1
42.04,∂C/∂D,0.0013010239815599118,CD_Tmp_18_21_Nut0.35,C,1,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_1
44.32,∂C/∂D,0.0031864499090369647,CD_Tmp_18_21_Nut0.35,C,1,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_1
46.6,∂C/∂D,0.0013287199869150307,CD_Tmp_18_21_Nut0.35,C,1,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_1
48.88,∂C/∂D,9.045709224323323e-4,CD_Tmp_18_21_Nut0.35,C,1,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_1
51.16,∂C/∂D,9.004687345797184e-4,CD_Tmp_18_21_Nut0.35,C,1,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_1
53.44,∂C/∂D,8.883981578878814e-4,CD_Tmp_18_21_Nut0.35,C,1,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_1
55.72,∂C/∂D,8.883981578878814e-4,CD_Tmp_18_21_Nut0.35,C,1,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_1
58,∂C/∂D,7.090492582045734e-4,CD_Tmp_18_21_Nut0.35,C,1,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_1
0,∂C/∂D,7.090492582045734e-4,CD_Tmp_18_21_Nut0.35,C,1,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_1
1,∂C/∂D,NA,CD_Tmp_18_21_Nut0.35,C,2,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_2
3.28,∂C/∂D,2.29530154500044,CD_Tmp_18_21_Nut0.35,C,2,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_2
5.56,∂C/∂D,-1.8566542606828729,CD_Tmp_18_21_Nut0.35,C,2,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_2
7.84,∂C/∂D,0.8849851395255204,CD_Tmp_18_21_Nut0.35,C,2,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_2
10.12,∂C/∂D,-1.0638782112627567,CD_Tmp_18_21_Nut0.35,C,2,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_2
12.4,∂C/∂D,0.02104304140050173,CD_Tmp_18_21_Nut0.35,C,2,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_2
14.68,∂C/∂D,0.11964704822865892,CD_Tmp_18_21_Nut0.35,C,2,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_2
16.96,∂C/∂D,0.003332856611253806,CD_Tmp_18_21_Nut0.35,C,2,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_2
19.24,∂C/∂D,-0.31237916970378393,CD_Tmp_18_21_Nut0.35,C,2,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_2
21.52,∂C/∂D,0.2679047337114929,CD_Tmp_18_21_Nut0.35,C,2,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_2
23.8,∂C/∂D,0.02245985433558782,CD_Tmp_18_21_Nut0.35,C,2,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_2
26.08,∂C/∂D,-0.030124299291358545,CD_Tmp_18_21_Nut0.35,C,2,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_2
28.36,∂C/∂D,0.00948398606634625,CD_Tmp_18_21_Nut0.35,C,2,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_2
30.64,∂C/∂D,0.0032370731496102366,CD_Tmp_18_21_Nut0.35,C,2,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_2
32.92,∂C/∂D,5.271482570675156e-6,CD_Tmp_18_21_Nut0.35,C,2,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_2
35.2,∂C/∂D,5.18577533800574e-4,CD_Tmp_18_21_Nut0.35,C,2,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_2
37.48,∂C/∂D,0.0012618612820675897,CD_Tmp_18_21_Nut0.35,C,2,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_2
39.76,∂C/∂D,0.03349160432493659,CD_Tmp_18_21_Nut0.35,C,2,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_2
42.04,∂C/∂D,4.902254151521101e-6,CD_Tmp_18_21_Nut0.35,C,2,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_2
44.32,∂C/∂D,3.4068289673193063e-6,CD_Tmp_18_21_Nut0.35,C,2,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_2
46.6,∂C/∂D,8.067368084253934e-7,CD_Tmp_18_21_Nut0.35,C,2,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_2
48.88,∂C/∂D,6.986938134790998e-7,CD_Tmp_18_21_Nut0.35,C,2,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_2
51.16,∂C/∂D,7.104209161021077e-7,CD_Tmp_18_21_Nut0.35,C,2,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_2
53.44,∂C/∂D,7.03546432551164e-7,CD_Tmp_18_21_Nut0.35,C,2,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_2
55.72,∂C/∂D,7.03546432551164e-7,CD_Tmp_18_21_Nut0.35,C,2,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_2
58,∂C/∂D,5.983538724448903e-7,CD_Tmp_18_21_Nut0.35,C,2,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_2
0,∂C/∂D,5.983538724448903e-7,CD_Tmp_18_21_Nut0.35,C,2,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_2
1,∂C/∂D,NA,CD_Tmp_18_21_Nut0.35,C,3,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_3
3.28,∂C/∂D,0.8980991189046401,CD_Tmp_18_21_Nut0.35,C,3,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_3
5.56,∂C/∂D,1.685679046163401,CD_Tmp_18_21_Nut0.35,C,3,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_3
7.84,∂C/∂D,-1.6999564040043258,CD_Tmp_18_21_Nut0.35,C,3,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_3
10.12,∂C/∂D,0.34638880193694144,CD_Tmp_18_21_Nut0.35,C,3,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_3
12.4,∂C/∂D,-0.12153210301903265,CD_Tmp_18_21_Nut0.35,C,3,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_3
14.68,∂C/∂D,0.09767829563822246,CD_Tmp_18_21_Nut0.35,C,3,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_3
16.96,∂C/∂D,0.0055504440441692246,CD_Tmp_18_21_Nut0.35,C,3,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_3
19.24,∂C/∂D,0.5499204464814579,CD_Tmp_18_21_Nut0.35,C,3,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_3
21.52,∂C/∂D,-0.003503004202062348,CD_Tmp_18_21_Nut0.35,C,3,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_3
23.8,∂C/∂D,0.02349183862604635,CD_Tmp_18_21_Nut0.35,C,3,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_3
26.08,∂C/∂D,9.569378862828997e-4,CD_Tmp_18_21_Nut0.35,C,3,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_3
28.36,∂C/∂D,-0.009896192333030462,CD_Tmp_18_21_Nut0.35,C,3,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_3
30.64,∂C/∂D,-0.010077154504968173,CD_Tmp_18_21_Nut0.35,C,3,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_3
32.92,∂C/∂D,4.344499585295757e-5,CD_Tmp_18_21_Nut0.35,C,3,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_3
35.2,∂C/∂D,0.002046610216190079,CD_Tmp_18_21_Nut0.35,C,3,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_3
37.48,∂C/∂D,0.008628540346045493,CD_Tmp_18_21_Nut0.35,C,3,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_3
39.76,∂C/∂D,2.9274571638457955e-4,CD_Tmp_18_21_Nut0.35,C,3,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_3
42.04,∂C/∂D,8.984784498422401e-6,CD_Tmp_18_21_Nut0.35,C,3,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_3
44.32,∂C/∂D,9.483639480469873e-6,CD_Tmp_18_21_Nut0.35,C,3,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_3
46.6,∂C/∂D,1.8466280199234423e-5,CD_Tmp_18_21_Nut0.35,C,3,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_3
48.88,∂C/∂D,8.718213607443584e-6,CD_Tmp_18_21_Nut0.35,C,3,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_3
51.16,∂C/∂D,8.542016276816231e-6,CD_Tmp_18_21_Nut0.35,C,3,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_3
53.44,∂C/∂D,8.552189804524244e-6,CD_Tmp_18_21_Nut0.35,C,3,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_3
55.72,∂C/∂D,8.552189804524244e-6,CD_Tmp_18_21_Nut0.35,C,3,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_3
58,∂C/∂D,8.552189804524244e-6,CD_Tmp_18_21_Nut0.35,C,3,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_3
60.28,∂C/∂D,7.543202653907061e-6,CD_Tmp_18_21_Nut0.35,C,3,18-21,0.35,CD,var,CD_Tmp_18_21_Nut0.35_3
1,∂D/∂norm_sampleT,NA,CD_Tmp_22_25_Nut0.35,D,1,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_1
3.28,∂D/∂norm_sampleT,0.12719687194610815,CD_Tmp_22_25_Nut0.35,D,1,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_1
5.56,∂D/∂norm_sampleT,0.3801286859541011,CD_Tmp_22_25_Nut0.35,D,1,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_1
7.84,∂D/∂norm_sampleT,0.8398278775675159,CD_Tmp_22_25_Nut0.35,D,1,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_1
10.12,∂D/∂norm_sampleT,0.6856279822240774,CD_Tmp_22_25_Nut0.35,D,1,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_1
12.4,∂D/∂norm_sampleT,-0.2372593004254984,CD_Tmp_22_25_Nut0.35,D,1,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_1
14.68,∂D/∂norm_sampleT,-1.137940164439939,CD_Tmp_22_25_Nut0.35,D,1,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_1
16.96,∂D/∂norm_sampleT,-0.6709155337228874,CD_Tmp_22_25_Nut0.35,D,1,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_1
19.24,∂D/∂norm_sampleT,1.2356596534683724,CD_Tmp_22_25_Nut0.35,D,1,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_1
21.52,∂D/∂norm_sampleT,1.1080277309045112,CD_Tmp_22_25_Nut0.35,D,1,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_1
23.8,∂D/∂norm_sampleT,-0.8949588534450912,CD_Tmp_22_25_Nut0.35,D,1,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_1
26.08,∂D/∂norm_sampleT,0.0020628767840415087,CD_Tmp_22_25_Nut0.35,D,1,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_1
28.36,∂D/∂norm_sampleT,0.023307554733635164,CD_Tmp_22_25_Nut0.35,D,1,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_1
30.64,∂D/∂norm_sampleT,-0.08120955573492172,CD_Tmp_22_25_Nut0.35,D,1,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_1
32.92,∂D/∂norm_sampleT,0.02885739905722978,CD_Tmp_22_25_Nut0.35,D,1,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_1
35.2,∂D/∂norm_sampleT,0.002741618767206807,CD_Tmp_22_25_Nut0.35,D,1,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_1
37.48,∂D/∂norm_sampleT,0.05233584526935202,CD_Tmp_22_25_Nut0.35,D,1,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_1
39.76,∂D/∂norm_sampleT,-0.09237611568599645,CD_Tmp_22_25_Nut0.35,D,1,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_1
42.04,∂D/∂norm_sampleT,0.0011893672682119307,CD_Tmp_22_25_Nut0.35,D,1,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_1
44.32,∂D/∂norm_sampleT,6.131501244465035e-4,CD_Tmp_22_25_Nut0.35,D,1,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_1
46.6,∂D/∂norm_sampleT,-0.08795751443888958,CD_Tmp_22_25_Nut0.35,D,1,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_1
48.88,∂D/∂norm_sampleT,0.02081994728375244,CD_Tmp_22_25_Nut0.35,D,1,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_1
51.16,∂D/∂norm_sampleT,0.003473128957383083,CD_Tmp_22_25_Nut0.35,D,1,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_1
53.44,∂D/∂norm_sampleT,0.04938870084410232,CD_Tmp_22_25_Nut0.35,D,1,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_1
55.72,∂D/∂norm_sampleT,-0.05893947239790894,CD_Tmp_22_25_Nut0.35,D,1,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_1
58,∂D/∂norm_sampleT,0.005458653744360188,CD_Tmp_22_25_Nut0.35,D,1,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_1
0,∂D/∂norm_sampleT,-0.11119430423249935,CD_Tmp_22_25_Nut0.35,D,1,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_1
1,∂D/∂norm_sampleT,NA,CD_Tmp_22_25_Nut0.35,D,2,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_2
3.28,∂D/∂norm_sampleT,0.14971785430816495,CD_Tmp_22_25_Nut0.35,D,2,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_2
5.56,∂D/∂norm_sampleT,0.18173887215610735,CD_Tmp_22_25_Nut0.35,D,2,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_2
7.84,∂D/∂norm_sampleT,0.25903914344785683,CD_Tmp_22_25_Nut0.35,D,2,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_2
10.12,∂D/∂norm_sampleT,0.22481892677645907,CD_Tmp_22_25_Nut0.35,D,2,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_2
12.4,∂D/∂norm_sampleT,0.12073746409760219,CD_Tmp_22_25_Nut0.35,D,2,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_2
14.68,∂D/∂norm_sampleT,0.05731316616760807,CD_Tmp_22_25_Nut0.35,D,2,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_2
16.96,∂D/∂norm_sampleT,0.08396931060134587,CD_Tmp_22_25_Nut0.35,D,2,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_2
19.24,∂D/∂norm_sampleT,0.04716255947341801,CD_Tmp_22_25_Nut0.35,D,2,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_2
21.52,∂D/∂norm_sampleT,0.10148737274490578,CD_Tmp_22_25_Nut0.35,D,2,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_2
23.8,∂D/∂norm_sampleT,0.024924540642763622,CD_Tmp_22_25_Nut0.35,D,2,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_2
26.08,∂D/∂norm_sampleT,0.04103482796444992,CD_Tmp_22_25_Nut0.35,D,2,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_2
28.36,∂D/∂norm_sampleT,0.047234191070682496,CD_Tmp_22_25_Nut0.35,D,2,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_2
30.64,∂D/∂norm_sampleT,0.014720113100965838,CD_Tmp_22_25_Nut0.35,D,2,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_2
32.92,∂D/∂norm_sampleT,0.04234464618333856,CD_Tmp_22_25_Nut0.35,D,2,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_2
35.2,∂D/∂norm_sampleT,0.04077939953544273,CD_Tmp_22_25_Nut0.35,D,2,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_2
37.48,∂D/∂norm_sampleT,0.047472298184495124,CD_Tmp_22_25_Nut0.35,D,2,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_2
39.76,∂D/∂norm_sampleT,0.014103786571293363,CD_Tmp_22_25_Nut0.35,D,2,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_2
42.04,∂D/∂norm_sampleT,0.04105713305525068,CD_Tmp_22_25_Nut0.35,D,2,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_2
44.32,∂D/∂norm_sampleT,0.04177675995013152,CD_Tmp_22_25_Nut0.35,D,2,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_2
46.6,∂D/∂norm_sampleT,0.01581074994468015,CD_Tmp_22_25_Nut0.35,D,2,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_2
48.88,∂D/∂norm_sampleT,0.0404321891575723,CD_Tmp_22_25_Nut0.35,D,2,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_2
51.16,∂D/∂norm_sampleT,0.045116544142221285,CD_Tmp_22_25_Nut0.35,D,2,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_2
53.44,∂D/∂norm_sampleT,0.04739344026447352,CD_Tmp_22_25_Nut0.35,D,2,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_2
55.72,∂D/∂norm_sampleT,0.02481362253218769,CD_Tmp_22_25_Nut0.35,D,2,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_2
58,∂D/∂norm_sampleT,0.04771275378146246,CD_Tmp_22_25_Nut0.35,D,2,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_2
0,∂D/∂norm_sampleT,0.022772884973366048,CD_Tmp_22_25_Nut0.35,D,2,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_2
1,∂D/∂norm_sampleT,NA,CD_Tmp_22_25_Nut0.35,D,3,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_3
3.28,∂D/∂norm_sampleT,0.16891690598946618,CD_Tmp_22_25_Nut0.35,D,3,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_3
5.56,∂D/∂norm_sampleT,0.25950292450939344,CD_Tmp_22_25_Nut0.35,D,3,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_3
7.84,∂D/∂norm_sampleT,0.1994349127063661,CD_Tmp_22_25_Nut0.35,D,3,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_3
10.12,∂D/∂norm_sampleT,0.18033066563949995,CD_Tmp_22_25_Nut0.35,D,3,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_3
12.4,∂D/∂norm_sampleT,0.1556920814415398,CD_Tmp_22_25_Nut0.35,D,3,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_3
14.68,∂D/∂norm_sampleT,0.03665264613002988,CD_Tmp_22_25_Nut0.35,D,3,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_3
16.96,∂D/∂norm_sampleT,0.046311070749394306,CD_Tmp_22_25_Nut0.35,D,3,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_3
19.24,∂D/∂norm_sampleT,0.0902247180019567,CD_Tmp_22_25_Nut0.35,D,3,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_3
21.52,∂D/∂norm_sampleT,0.139398184760453,CD_Tmp_22_25_Nut0.35,D,3,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_3
23.8,∂D/∂norm_sampleT,0.08809945182193345,CD_Tmp_22_25_Nut0.35,D,3,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_3
26.08,∂D/∂norm_sampleT,0.039807389313521506,CD_Tmp_22_25_Nut0.35,D,3,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_3
28.36,∂D/∂norm_sampleT,0.045873566191101195,CD_Tmp_22_25_Nut0.35,D,3,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_3
30.64,∂D/∂norm_sampleT,0.015293624003945868,CD_Tmp_22_25_Nut0.35,D,3,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_3
32.92,∂D/∂norm_sampleT,0.041392796560874974,CD_Tmp_22_25_Nut0.35,D,3,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_3
35.2,∂D/∂norm_sampleT,0.0403303965334917,CD_Tmp_22_25_Nut0.35,D,3,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_3
37.48,∂D/∂norm_sampleT,0.04645283061575907,CD_Tmp_22_25_Nut0.35,D,3,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_3
39.76,∂D/∂norm_sampleT,0.014640458292413245,CD_Tmp_22_25_Nut0.35,D,3,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_3
42.04,∂D/∂norm_sampleT,0.040563611907221256,CD_Tmp_22_25_Nut0.35,D,3,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_3
44.32,∂D/∂norm_sampleT,0.041323010985796,CD_Tmp_22_25_Nut0.35,D,3,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_3
46.6,∂D/∂norm_sampleT,0.016355889140729895,CD_Tmp_22_25_Nut0.35,D,3,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_3
48.88,∂D/∂norm_sampleT,0.039546635232099676,CD_Tmp_22_25_Nut0.35,D,3,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_3
51.16,∂D/∂norm_sampleT,0.044590314322925456,CD_Tmp_22_25_Nut0.35,D,3,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_3
53.44,∂D/∂norm_sampleT,0.04635856082647548,CD_Tmp_22_25_Nut0.35,D,3,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_3
55.72,∂D/∂norm_sampleT,0.02469179488946055,CD_Tmp_22_25_Nut0.35,D,3,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_3
58,∂D/∂norm_sampleT,0.05311504962710949,CD_Tmp_22_25_Nut0.35,D,3,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_3
60.28,∂D/∂norm_sampleT,0.022924455046242867,CD_Tmp_22_25_Nut0.35,D,3,22-25,0.35,CD,var,CD_Tmp_22_25_Nut0.35_3
1,∂C/∂D,NA,CD_Tmp_25_28_Nut0.35,C,1,25-28,0.35,CD,var,CD_Tmp_25_28_Nut0.35_1
3.28,∂C/∂D,-0.04739317827313216,CD_Tmp_25_28_Nut0.35,C,1,25-28,0.35,CD,var,CD_Tmp_25_28_Nut0.35_1
5.56,∂C/∂D,-0.06570319558124271,CD_Tmp_25_28_Nut0.35,C,1,25-28,0.35,CD,var,CD_Tmp_25_28_Nut0.35_1
7.84,∂C/∂D,-0.06837269017655763,CD_Tmp_25_28_Nut0.35,C,1,25-28,0.35,CD,var,CD_Tmp_25_28_Nut0.35_1
10.12,∂C/∂D,-0.0656607027305501,CD_Tmp_25_28_Nut0.35,C,1,25-28,0.35,CD,var,CD_Tmp_25_28_Nut0.35_1
12.4,∂C/∂D,-0.062017078627626364,CD_Tmp_25_28_Nut0.35,C,1,25-28,0.35,CD,var,CD_Tmp_25_28_Nut0.35_1
14.68,∂C/∂D,-0.06194284242668545,CD_Tmp_25_28_Nut0.35,C,1,25-28,0.35,CD,var,CD_Tmp_25_28_Nut0.35_1
16.96,∂C/∂D,-0.06199960927095289,CD_Tmp_25_28_Nut0.35,C,1,25-28,0.35,CD,var,CD_Tmp_25_28_Nut0.35_1
19.24,∂C/∂D,-0.062051812446807644,CD_Tmp_25_28_Nut0.35,C,1,25-28,0.35,CD,var,CD_Tmp_25_28_Nut0.35_1
